date,timestamp,ticker,strike,expiration,right,price,action,is_spread,spread_strikes,_resolved_from_prior,raw_snippet,msg_id
2022-03-09,2022-03-09T13:15:45.737-05:00,GOOGL,,,P,,OPEN,True,2600/2595,,@everyone this is sort of a YOLO put on $GOOGL in case the 20sma gets rejected again. Bought  GOOGL 18MAR 2600/2595p vertical @ $1.45,951181516942225428
2022-03-11,2022-03-11T10:24:09.977-05:00,AMZN,,,P,,OPEN,True,2855/2850,,@everyone $AMZN gap fill 💡: 25MAR 2855/2850p vertical @ $1.53  AMZN 25MAR 2900/2850p vertical @ $17 if you really want to go for the jugular. (Shouldn't be a significant part of your account size),951863109126086686
2022-03-14,2022-03-14T13:01:55.675-04:00,BIDU,,,P,,OPEN,True,105/100,,@everyone going to short $BIDU on continued China weakness. 18MAR 105/100p vertical @ $1.50  Go for the 100p for higher risk reward,952974875243450408
2022-03-16,2022-03-16T07:30:57.576-04:00,BIDU,,,,,CLOSE,False,,,@everyone selling $BIDU for a loss. Chinese stocks are possibly poised for a significant rally after  government officials made policy comments rivaling those of the FED in 2020,953616360070606868
2022-03-21,2022-03-21T09:36:14.975-04:00,CCJ,35.0,2022-04-14,C,0.53,OPEN,False,,,@everyone sell $BABA for a loss and buy $CCJ 14APR 35C @ $0.53,955459829655277569
2022-03-21,2022-03-21T10:13:21.002-04:00,TSLA,,,C,,OPEN,True,950/1000,,@everyone $TSLA has room to run here into April. I'm looking at a 950/1000c vertical for 14 APR. I'll wait for the close to see what the daily candle looks like,955469166289240125
2022-03-21,2022-03-21T15:29:45.181-04:00,XLE,,,,,EXPIRE,False,,,"@everyone  $XLE / $CL likely going much higher from here. We already have some commodities exposure but we can add some direct energy exposure here. Also, we have put vertical expiring Wednesday. Were",955548791707156581
2022-03-21,2022-03-21T15:32:46.169-04:00,FANG,,,C,,OPEN,True,140/150,,@everyone bought  $FANG 14APR 140/150c vertical @ $3.85 *If you have the $oxy calls you don't need this. Same exact trade but more time,955549550825844736
2022-03-23,2022-03-23T09:47:03.307-04:00,BABA,,,C,,OPEN,True,120/130,,@everyone for $BABA if not already in I like the  14APR 120/130c vertical @ $3 or naked 120c @ 6.2 for riskier but higher reward trade,956187324688003094
2022-03-23,2022-03-23T10:52:10.363-04:00,TSLA,1150.0,2022-04-14,C,5.0,OPEN,False,,,@everyone I priced out a really inexpensive way to trade $TSLA up to 1100 by 14APR expiry. BOT call butterfly 1050/1100/1150 @ $5 -if new to butterflies were buying the 1050 and 1150c (1 unit each) an,956203712068616222
2022-03-23,2022-03-23T15:56:40.478-04:00,GLD,183.0,2022-05-20,C,5.3,OPEN,False,,,@everyone if you're not in the $GLD trade the  20MAY 183c @ $5.3 look good to add,956280342485020673
2022-03-24,2022-03-24T12:40:40.157-04:00,AMZN,3400.0,3300-04-01,C,5.7,OPEN,False,,,"@Swing Trades @everyone for an $AMZN butterfly suited for smaller accounts I'm going with the 1APR 3300/3350/3400 @ $5.7 (buy 1 3300 and 3400c, sell 2x 3350c)",956593403989225543
2022-03-24,2022-03-24T13:56:46.33-04:00,GOOGL,,,C,,OPEN,True,2825/2850,,@everyone @Swing Trades I'm adding a unit of $GOOGL. If you're in June vertical you probably don't need this. 1APR 2825/2850c vertical @ $9.60,956612555906899998
2022-03-28,2022-03-28T15:13:30.77-04:00,AMZN,,,C,,ROLL,True,3400/3450,,@Swing Trades if you're uncomfortable holding this much risk here's a way to roll up. Take profits and purchase the weekly  $AMZN 3400/3450c vertical @ $15.50 Now you're only risking $15.50 to stay in,958081419790397450
2022-03-29,2022-03-29T09:39:56.37-04:00,AMZN,,,C,,OPEN,True,3250/3350,,@everyone taking profits on $AMZN 3250/3350c vertical @ $81,958359861178015745
2022-03-29,2022-03-29T10:46:52.578-04:00,AMZN,3400.0,3300-04-01,C,10.0,TRIM,False,,True,"@Swing Trades  $AMZN butterfly limit sell @ $10 was filled. In @ $5.2, out @ $10. Still worth holding if you have more as I think we chop around here a few days",958376706375319562
2022-03-29,2022-03-29T14:48:41.279-04:00,NVDA,300.0,2022-04-08,C,4.3,OPEN,False,,,@Swing Trades  $NVDA showing breakout above daily range. Next target from here would be 300. For this I'm buying the  8APR 300c @ $4.3 *LMK if u need a cheaper option,958437560277950524
2022-03-29,2022-03-29T15:34:18.578-04:00,ROKU,140.0,2022-04-14,C,7.3,OPEN,False,,,"@Swing Trades  Everyone's favorite, $ROKU looks perfect. $ROKU 14APR 140c @ $7.3",958449041342074931
2022-04-01,2022-04-01T15:33:02.579-04:00,AMZN,,,C,,OPEN,True,3300/3400,,@Swing Trades  $AMZN back to 3250 and still holding support. I'm going to rinse repeat the swing we did earlier this week. BOT AMZN 22APR 3300/3400c vertical @ $35 and for a lower risk option BOT 3300,959535886175969370
2022-04-04,2022-04-04T11:03:56.109-04:00,TSLA,,,C,,ADD,True,1150/1200,,@Swing Trades I added this TSLA trade for this week  @Day Trades adding $TSLA 1150/1200c vertical  *In lower but at $12.40 still ok to enter,960555326569054258
2022-04-08,2022-04-08T13:26:51.27-04:00,QQQ,450.0,2022-04-14,P,4.0,OPEN,False,,,@Swing Trades  tech looks incredibly weak with semis looking even weaker.  $QQQ weekly candle looks especially vulnerable here. BOT $QQQ 14APR 450P @ $4,962040844863561758
2022-04-08,2022-04-08T14:45:58.933-04:00,MOS,,2022-05-20,,,CLOSE,False,,,@Swing Trades I added $MOS and $KMI today. These are extra trades so I may not alert of exits and may only be in for a few days,962060758005481473
2022-04-11,2022-04-11T11:09:17.042-04:00,QQQ,337.0,2022-04-14,P,2.45,ROLL,False,,True,@Swing Trades rolling some profits on $QQQ puts into  $QQQ 337P @ $2.45 in case we have more downside this week,963093387718828072
2022-04-12,2022-04-12T11:22:35.361-04:00,AMZN,3150.0,2022-04-14,C,10.7,OPEN,False,,,@Swing Trades going to go ahead and start my $AMZN position. I'm targeting 3150 for this week. BOT 14APR 3150C @ $10.7,963459123976998972
2022-04-12,2022-04-12T11:42:03.077-04:00,AMZN,,,C,,OPEN,True,3150/3180,,@Swing Trades  $AMZN smaller risk trade let's go with a call butterfly: 3120/3150/3180c @ $3.50,963464021732888626
2022-04-12,2022-04-12T13:32:35.45-04:00,X,35.0,2022-04-29,C,3.15,OPEN,False,,,@Swing Trades here's an earnings trade we can do that's less effected by the market or FED officials. BOT $X 29APR 35C @ $3.15,963491839921487902
2022-04-13,2022-04-13T12:30:43.44-04:00,AMZN,3200.0,2022-04-22,C,20.0,OPEN,False,,,@Swing Trades BOT  $AMZN 22APR 3200C @ $20. Week after *Easter is second strongest week for AMZN,963838658488709220
2022-04-14,2022-04-14T10:06:13.901-04:00,AMZN,3200.0,2022-04-22,C,,CLOSE,False,,True,@Swing Trades I'm selling $AMZN for next week.,964164683672219718
2022-04-14,2022-04-14T11:02:10.561-04:00,AMZN,3200.0,,C,15.0,OPEN_UNRESOLVED_EXP,False,,,"@Swing Trades I'm reloading $AMZN 3200c @ $15 For next week.  Please know your risks. AMZN isnt easy to hold and I won't be answering""are you still holding"" questions on this trade",964178762524663858
2022-04-19,2022-04-19T00:51:43.945-04:00,ETRN,,2022-07-15,,0.58,TRIM,False,,,@Swing Trades  More oil and gas plays. $ETRN 15JUL 9c @ $0.58. Going to try and get filled at $0.55 tomorrow *STOP LOSS: 30%,965837078690668544
2022-04-19,2022-04-19T09:40:05.869-04:00,ZEN,140.0,2022-05-20,C,128.0,OPEN,False,,,@Swing Trades no news on $ZEN yet but prior offers to buy the company at 128-132 per share were rejected. Makes sense if it trades in this range for now. I'll take off the May calls as planned and lea,965970046197301268
2022-04-19,2022-04-19T12:50:17.052-04:00,COST,,,C,,OPEN,True,590/610,,@Swing Trades  $COST is back  to basing along its 20sma and setting up for the next move back to 610. COST 20MAY 590/610c vertical @ $8.50 STOP LOSS: 30%,966017908167823440
2022-04-20,2022-04-20T22:07:19.717-04:00,TGT,245.0,,C,2.5,OPEN_UNRESOLVED_EXP,False,,,@everyone @Day Trades @Swing Trades  We've been daytrading tech and that's the right thing to do until they begin to trend again. The rotation into tech is close but not quite there yet. In the meanti,966520480850907156
2022-04-21,2022-04-21T09:50:03.292-04:00,COST,,,,,TRIM,False,,,@Swing Trades $COST almost to first target of our spread. Raise stop loss,966697327702200381
2022-04-21,2022-04-21T10:26:08.044-04:00,COST,,,C,,OPEN,True,590/610,,@Swing Trades taking profits on $COST  SOLD 590/610c vertical @ $11.50,966706407330177064
2022-04-25,2022-04-25T10:33:30.136-04:00,SQ,110.0,2022-04-29,C,4.4,OPEN,False,,,@Swing Trades  BOT $SQ 29APR 110C @ $4.40 Holding for a few days. Small position in case tech mean reverts,968157813060816896
2022-04-26,2022-04-26T12:46:10.045-04:00,SPY,400.0,2022-05-20,P,5.45,OPEN,False,,,@Swing Trades  Massive put order just came through for $SPY $SPY 20MAY 400P @ $5.45 *I'm going to take this and add if we bounce later this week.,968553587204587611
2022-04-26,2022-04-26T15:47:27.016-04:00,MSFT,,,C,,CLOSE,True,272.5/282.5,,@Swing Trades  For $MSFT ER trade I'm selling a call credit spread. Please note if $MSFT gaps up you can lose $580/spread. SOLD $MSFT 29APR 272.5/282.5c vertical @ -$4.20 credit. (Selling 272.5call an,968599208527536189
2022-04-27,2022-04-27T15:03:23.745-04:00,FB,,,P,,OPEN,True,150/140,,@Swing Trades  I'm 0/2 on ER plays this season unless $msft keeps falling. Going to take another shot at $FB. This is a put butterfly targeting 150. $FB 29APR 160/150/140P @ $0.85 -we could 10x if FB ,968950509711003668
2022-04-27,2022-04-27T15:14:01.301-04:00,FB,210.0,,C,1.27,OPEN_UNRESOLVED_EXP,False,,,@Swing Trades if you want to turn the $FB trade into a straddle buy the put fly for downside and 210c @ $1.27 for upside. So you're total risk is just over $200.  Risk full debit on these as always ER,968953183814701126
2022-04-27,2022-04-27T15:30:12.338-04:00,TDOC,40.0,,P,0.3,OPEN_UNRESOLVED_EXP,False,,,@Swing Trades bought  $TDOC 40p @ $0.30.  It would have to implode for this to pay but very cheap,968957256639086662
2022-04-27,2022-04-27T17:10:52.135-04:00,FB,210.0,,C,1.27,OPEN_UNRESOLVED_EXP,False,,,@Swing Trades $FB put butterfly is toast but the 210c @ $1.27 have a shot at going in the money tomorrow,968982589383786507
2022-04-29,2022-04-29T15:39:44.195-04:00,NVDA,,,P,,OPEN,True,170/150,,@Swing Trades here's a put vertical idea for $NVDA the week of ER. $NVDA 27MAY 170/150p vertical @ $4.95 *If NVDA starts to close above 200 again this trade will have to be re-evaluated. Current bear ,969684430912364564
2022-05-02,2022-05-02T09:40:32.918-04:00,SQ,110.0,2022-04-29,C,3.25,OPEN_UNRESOLVED_EXP,False,,True,@Swing Trades took a starter position in $SQ 110C @ $3.25,970681201901862922
2022-05-03,2022-05-03T10:34:48.117-04:00,AMZN,2700.0,,C,,CLOSE,False,,,@Swing Trades I'm looking at $AMZN 2700C after today and selling $TSLA. More upside between the two,971057243061616660
2022-05-04,2022-05-04T15:55:02.835-04:00,SQ,110.0,2022-04-29,C,,TRIM,False,,True,@Swing Trades if you were unable to scale out of $SQ when they doubled yesterday here’s another chance. Remember ER is tomorrow after the bell,971500223295811644
2022-05-06,2022-05-06T10:54:30.094-04:00,TSLA,1000.0,2022-04-14,C,3.0,ADD,False,,True,@Swing Trades I've also added $TSLA 1000c for next week @ $3. Daily close over $QQQ 312 today will give confidence of counter trend move,972149364229308446
2022-05-06,2022-05-06T15:14:28.905-04:00,HD,,,,14.7,TRIM,False,,,@Swing Trades  $HD has finally broken below support. I'm taking the win here. This market seems to punish holders long and short. Raise stops to breakeven if you'd like to hold. Out @ $14.70,972214790384672838
2022-05-09,2022-05-09T14:37:46.397-04:00,TSLA,750.0,2022-04-14,P,13.75,OPEN_UNRESOLVED_EXP,False,,True,@Swing Trades I'm going to hold $TSLA 750P overnight @ $13.75,973292715993346128
2022-05-10,2022-05-10T10:05:01.659-04:00,TSLA,,,C,,OPEN,True,900/920,,@Swing Trades I'm bullish short term on overall market + $TSLA Bot call butterfly for this week targeting 900. 880/900/920C @ $1.2,973586465172897802
2022-05-11,2022-05-11T10:06:50.435-04:00,IWM,,2022-06-17,,5.5,ADD,False,,,@Swing Trades   I'm adding back our $IWM put. I'll add on any squeezes higher. Ultimate target is 150 but it'll take a while to reach that target.  June 17th 170put @ $5.50 (We previously owned the 18,973949309278105640
2022-05-12,2022-05-12T13:53:34.842-04:00,QQQ,285.0,2022-04-14,P,3.0,OPEN_UNRESOLVED_EXP,False,,True,@Swing Trades buying insurance in case we have another implosion Friday. Bought $QQQ 285P @ $3 for tomorrow Friday the 13th 😱 (very small size),974368758162399232
2022-05-16,2022-05-16T09:53:09.459-04:00,FB,210.0,,C,1.5,OPEN_UNRESOLVED_EXP,False,,,@Swing Trades taking a starter position on $FB 210C this week @ $1.50-$1.80,975757805183176744
2022-05-18,2022-05-18T16:29:24.681-04:00,UNG,,,,,EXPIRE,False,,,"@Swing Trades  Position recap for this week's expiry: 1. GOOGL 2400C sold for loss 2. FB runners sold for loss 3. SPY call fly sold yesterday @ +100%, runners likely expire worthless  4. $UNG swing cl",976582301423116398
2022-05-23,2022-05-23T15:32:06.914-04:00,BBY,,2022-05-27,,1.5,CLOSE,False,,,@Swing Trades for an earnings trade I'm selling call verticals on $BBY. Retailers have been getting crushed this time around. Risk full amount as earnings are binary Sold $BBY 27MAY 72/75 call vertica,978379821711245352
2022-05-25,2022-05-25T10:12:27.322-04:00,AMZN,,2022-06-17,,,CLOSE,False,,,@Swing Trades  I'm exiting $AMZN before FED minutes begin. Some of the most bearish flow I've seen just hit the tape for June through August expiry,979024152403013642
2022-05-26,2022-05-26T14:36:00.551-04:00,GME,,,C,,OPEN,True,2220/2250,,@Swing Trades here's what we own for this week:  $BBY 72/75call credit @ $1.50  $GME 150c @ $3.70 $AMZN 2220/2250c @ $13- selling this today @ $16 and keeping one for next week,979452865758236743
2022-05-26,2022-05-26T14:39:38.576-04:00,AMZN,,,C,,OPEN,True,2220/2250,,@Swing Trades   other open position: $AMZN 3JUN 2220/2250c @ $14.80 $QQQ 17JUN 285/275P @ $3.45 $SPY 17JUN 405/395P @ $3.70 $AMD 19AUG 85/75P @ $3.30,979453780221370368
2022-05-31,2022-05-31T14:21:28.297-04:00,AMZN,2450.0,,C,50.0,OPEN_UNRESOLVED_EXP,False,,,@Swing Trades the $AMZN 2450C should trade @ $50 soon (which would price in the move to 2500).  We got these for $5.80! Then rebought the dip this AM @ $10.  I'm setting a limit sell order for $50,981261146587799642
2022-05-31,2022-05-31T15:18:04.159-04:00,BABA,100.0,,C,1.25,OPEN_UNRESOLVED_EXP,False,,,"@Swing Trades @P (Bookie) trade I really like. China is reopening, Brandon's talking about loosening tarrifs, China market's been gapping overnight Buying $BABA 100C @ $1.25",981275389865361458
2022-06-01,2022-06-01T12:45:40.211-04:00,AMZN,,,,28.0,TRIM,False,,,@Swing Trades selling the June 3rd $AMZN 2220/2250call vertical @ $28.  It's $2 from max value so closing it out. -In @ $14.80 out @ $28,981599425233297418
2022-06-01,2022-06-01T13:04:36.243-04:00,AMZN,2550.0,2022-06-03,C,10.2,ROLL,False,,,@Swing Trades buying $AMZN 3JUN 2550C @ $10.2 (This is with profits so don't mind if this goes to zero. Final roll up/runner),981604190096863302
2022-06-01,2022-06-01T13:08:47.887-04:00,AMZN,,,C,,OPEN,True,2400/2420,,@Swing Trades position summary: $AMZN 2400/2420c vertical  $AMZN 2550 (with profits)  $BABA 100c (likely goes to zero)  AMD put vertical for August SPY QQQ puts verticals for June (looking to roll the,981605245568319549
2022-06-02,2022-06-02T15:23:05.538-04:00,GOOGL,2400.0,,C,30.0,CLOSE,False,,,@Swing Trades  $ES still struggling to get through 4166. May be waiting for incoming economic data but if it's not what the market wants this quick win disappears fast. Selling $GOOGL 2300/2350call ve,982001429671735348
2022-06-10,2022-06-10T10:02:59.521-04:00,BABA,,,,5.0,CLOSE,False,,,@Swing Trades selling $BABA runner @ $5. We'll re enter this later. Protect profits first,984819976722583572
2022-06-10,2022-06-10T13:58:09.6-04:00,SPY,400.0,2022-05-20,P,7.0,TRIM,False,,True,@Swing Trades  Taking profits on 17JUN $SPY 405/395 put vertical @ $7 In @ $3.70 out @ $7.  Huge win if you covered the short leg during the rally. -we still have further out puts so downside still co,984879158683385896
2022-06-16,2022-06-16T15:47:51.955-04:00,SPY,,,P,,OPEN,True,375/360,,@Swing Trades  Position summary:  SHORTS: $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg)  LONGS: $KWEB JAN 35C @ $4.53 $Q,987081094274895893
2022-06-21,2022-06-21T09:18:53.759-04:00,SPY,,,P,,OPEN,True,375/360,,@Swing Trades  Position Summary:  SHORTS: $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg)  LONGS: $SPY 24JUN 380C @ $1.70 ,988795146114052166
2022-06-21,2022-06-21T11:04:30.697-04:00,TSLA,800.0,2022-04-14,C,2.6,OPEN_UNRESOLVED_EXP,False,,True,@Swing Trades I'm going to buy $TSLA 800C @ $2.60 for this week as a runner using profits from the spread,988821725158449182
2022-06-21,2022-06-21T11:07:27.819-04:00,TSLA,,,C,,OPEN,True,680/720,,@Swing Trades sold  $TSLA 1JUL 680/720C debit @ $24,988822468061962310
2022-06-21,2022-06-21T15:01:29.164-04:00,SPY,,,P,,OPEN,True,375/360,,@Swing Trades   Position summary:  SHORTS: $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg)  LONGS: $SPY 24JUN 380C @ $1.70,988881361731457054
2022-06-22,2022-06-22T15:35:34.366-04:00,SPY,,,P,,OPEN,True,375/360,,@Swing Trades   Position summary:  SHORTS: $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg)  LONGS: $TSLA 24JUN 800C @ $2.6,989252327796002867
2022-06-23,2022-06-23T09:38:27.705-04:00,SHOP,350.0,2022-07-01,C,13.0,OPEN,False,,,@Swing Trades  Buying $SHOP 1JUL 350C @ $13 *Run into Tuesdays stock split. Will likely sell by Monday at latest,989524845731659838
2022-06-23,2022-06-23T13:07:35.949-04:00,SHOP,400.0,2022-07-01,C,4.8,OPEN,False,,,@Swing Trades bought $SHOP 1JUL 400C @ $4.80 *460/470 call debit can work as well for small accounts. We don't want to risk a lot on this trade in this environment,989577476881661982
2022-06-23,2022-06-23T14:11:14.817-04:00,AAPL,,,P,,OPEN,True,375/360,,@Swing Trades  Position summary:  SHORTS: $AAPL 24JUN 135P @ $0.62 (cheap lotto) $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the shor,989593494374989825
2022-06-24,2022-06-24T09:44:18.644-04:00,SHOP,400.0,2022-07-01,C,12.2,CLOSE,False,,True,@Swing Trades selling $SHOP 400C @ 12.20 for 170% gain,989888705542107187
2022-06-24,2022-06-24T15:25:45.721-04:00,SQ,74.0,2022-07-01,C,1.67,OPEN,False,,,@Swing Trades buying  $SQ 1JUL 74C @ $1.67 -I'm going to book the small overnight gain on $OXY and put that money towards this $SQ trade. $SQ tends to run further during these short squeezes,989974634571120650
2022-06-24,2022-06-24T15:27:27.476-04:00,OXY,56.0,,C,4.45,CLOSE,False,,,@Swing Trades sold $OXY 56C @ $4.45,989975061362511952
2022-06-24,2022-06-24T15:31:52.306-04:00,AAPL,,,P,,OPEN,True,375/360,,@Swing Trades  Position summary:  SHORTS: $AAPL 24JUN 135P @ $0.62 (cheap lotto) $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the shor,989976172140068914
2022-06-27,2022-06-27T09:11:02.869-04:00,SPY,,,P,,OPEN,True,375/360,,Position summary:  $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg)  LONGS: $SQ 1JUL 74C @ $1.67 $META 8JUL 175c @ $3.50 $G,990967498251853845
2022-06-27,2022-06-27T14:07:08.658-04:00,SQ,74.0,2022-07-01,C,1.09,CLOSE,False,,True,@Swing Trades I'm reducing some long exposure and selling $SQ @ $1.09 for -35% loss,991042013371719691
2022-06-27,2022-06-27T15:29:40.511-04:00,SPY,,,P,,OPEN,True,375/360,,Position summary:  $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg)  LONGS: $TSLA 1JUL 750/800C debit @ $15.90 $META 8JUL 1,991062782948561006
2022-06-28,2022-06-28T10:33:01.038-04:00,GOOGL,,,,,CLOSE,False,,,@Swing Trades  Selling $GOOGL 2500call for a loss. $DXY starting to move up = bad for equities,991350514413469806
2022-06-28,2022-06-28T11:17:38.357-04:00,TSLA,1000.0,2022-04-14,C,,CLOSE,False,,True,@Swing Trades also selling $TSLA for a loss. Let's get through tomorrow's GDP and re evaluate. I don't see this bear market rally continuing higher if dollar keeps moving up,991361743903268924
2022-06-28,2022-06-28T11:23:20.762-04:00,CRWD,160.0,2022-07-15,P,3.63,OPEN,False,,,@Swing Trades  Bought  $CRWD 15JUL 160P @ $3.63 Stop loss: 30%,991363180053934251
2022-06-28,2022-06-28T14:16:14.674-04:00,BX,92.5,2022-08-19,P,6.85,OPEN,False,,,@Swing Trades buying $BX 19AUG 92.5P @ $6.85 *very large order just hit the tape. Anytime an order that size comes in someone knows something,991406691394527283
2022-06-30,2022-06-30T08:25:59.781-04:00,CRWD,,,P,,OPEN,True,375/360,,Position summary:  SHORTS: $CRWD 15JUL 160P @ $3.63 $BX 19AUG 92.5P @ $6.85 $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg,992043324275961947
2022-06-30,2022-06-30T11:46:11.749-04:00,TWTR,50.0,2023-01-20,C,1.08,OPEN,False,,,@Swing Trades buying $TWTR 20JAN 50C @ $1.08 *No real rhyme or reason for this trade other than we've never known Elon to not follow through on a venture. Lots of open interest sitting at this strike.,992093706121400321
2022-06-30,2022-06-30T12:32:55.44-04:00,GOOGL,2300.0,,C,18.0,OPEN_UNRESOLVED_EXP,False,,,@Swing Trades buying  $GOOGL 2300c @ $18 for next week. If you're already in calls from today you don't really need this,992105465653760070
2022-06-30,2022-06-30T14:55:42.261-04:00,GOOGL,,,,,CLOSE,False,,,@Swing Trades selling $GOOGL for next week,992141397505347594
2022-07-01,2022-07-01T10:37:18.461-04:00,SNOW,110.0,2022-11-18,P,11.0,OPEN,False,,,@Swing Trades Buying $SNOW 18NOV 110P @ $11 *Don't anticipate we'll have to hold this until November. Falls apart fast,992438757720604702
2022-07-05,2022-07-05T10:06:30.499-04:00,IWM,160.0,2022-08-19,P,5.0,OPEN,False,,,@Swing Trades Buying $IWM 19AUG 160P @ $5 *Adding index puts since we have single stock covered,993880558268592162
2022-07-05,2022-07-05T12:10:53.033-04:00,RBLX,39.0,2022-07-15,C,2.5,OPEN,False,,,@Swing Trades buying $RBLX 15JUL 39C @ $2.50 *RBLX is breaking out over consolidation.,993911858404802560
2022-07-06,2022-07-06T08:11:51.777-04:00,IWM,,,P,,EXPIRE,True,375/360,,@Swing Trades  🚨Ask before adding longs. Some like $META $QQQ are runners from the 6/21 rally and probably expire worthless. $GOOGL I'm making an adjustment on today.  $SNOW short I may have to take t,994214094682980432
2022-07-06,2022-07-06T09:57:51.467-04:00,GOOGL,2400.0,2022-07-15,C,16.5,OPEN,False,,,@Swing Trades  New $GOOGL trade 15JUL 2400C @ $16.50 *I'm essentially just covering the short strike on the old trade,994240769156198501
2022-07-06,2022-07-06T15:37:28.075-04:00,RBLX,39.0,2022-07-15,C,,CLOSE,False,,True,@Swing Trades Selling $RBLX. Not performing and we can ride our winner,994326234844643468
2022-07-07,2022-07-07T10:56:00.066-04:00,TSLA,750.0,2022-07-15,C,15.5,OPEN,False,,,@Swing Trades  $TSLA  15JUL Call butterfly 730/750/770 @ $2.55  $TSLA 15JUL  750C @ $15.50  $TSLA 15JUL 800C @ $3.85   Something for all account sizes and risk tolerances,994617789266534430
2022-07-07,2022-07-07T11:03:48.855-04:00,IWM,,,P,,OPEN,True,375/360,,@Swing Trades   Position summary:  SHORTS: $IWM 19AUG 160P @ $5 $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg) $SNOW 18NO,994619755510116462
2022-07-07,2022-07-07T12:02:59.509-04:00,SNOW,110.0,2022-11-18,P,,ADD,False,,True,@Swing Trades If you're worried about getting squeezed on the $SNOW trade go ahead and sell. I'll alert when I add to it,994634648032387132
2022-07-07,2022-07-07T15:18:59.416-04:00,IWM,,,P,,OPEN,True,375/360,,@Swing Trades  Position summary:  SHORTS: $IWM 19AUG 160P @ $5 $SPY 19AUG 375/360P debit @ $5.40 $AMD 19AUG 85/75P debit $3.30 (if we get another bounce I'd consider closing the short leg) $SNOW 18NOV,994683972657369178
2022-07-07,2022-07-07T15:27:51.289-04:00,SPY,400.0,2022-05-20,P,,TRIM,False,,True,@Swing Trades  $SPY 387/390 call debit for tomorrow is up 80%. If you have more than one good to scale out and leave a runner on,994686203494404096
