date,timestamp,ticker,action,price,raw_snippet,msg_id
2022-11-17,2022-11-17T19:50:23.978-05:00,AMGN,OPEN,3.0,$AMGN 16DEC 300C @ $3 &,1042964960680091668
2022-11-17,2022-11-17T19:50:23.978-05:00,AMGN,OPEN,1.85,$AMGN JAN 325C @ $1.85,1042964960680091668
2022-11-17,2022-11-17T20:14:46.86-05:00,ORCL,OPEN,3.0,$ORCL JAN 82.5C @ $3,1042971096451924019
2022-11-21,2022-11-21T23:06:27.481-05:00,EWZ,OPEN,1.5,$EWZ January 28C @ $1.50,1044463851850170429
2022-11-21,2022-11-21T23:06:27.481-05:00,PBR,OPEN,4.4,$PBR 16DEC 7C @ $4.4,1044463851850170429
2022-12-12,2022-12-12T13:43:59.381-05:00,MDB,OPEN,200.0,$MDB at resistance here @ 200-201.,1051932447236968488
2022-12-19,2022-12-19T01:24:16.185-05:00,CAT,OPEN,226.0,$CAT good deal of support between 225-226.,1054283005679648830
2022-12-19,2022-12-19T01:24:16.185-05:00,CAT,OPEN,207.0,Below 225 $CAT should see a significant downside move back to the gap zone between 211-207,1054283005679648830
2023-01-03,2023-01-03T22:40:52.273-05:00,TLT,OPEN,1.3,$TLT 20JAN 103C @ $1.3,1060040090941927515
2023-01-04,2023-01-04T00:28:02.567-05:00,NFLX,OPEN,8.9,$NFLX 20JAN 300/325C @ $8.90 or,1060067061549764708
2023-01-04,2023-01-04T00:28:02.567-05:00,NFLX,OPEN,8.7,$NFLX 325C @ $8.70,1060067061549764708
2023-01-08,2023-01-08T19:55:12.721-05:00,JPM,OPEN,340.0,$JPM is the clear relative strength leader amongst $XLF large caps. However for new entry I like the idea of buying $GS since it's closer to a potential support @ 340 so our risk reward is much better,1061810340767211620
2023-01-08,2023-01-08T19:55:12.721-05:00,XLF,OPEN,340.0,$JPM is the clear relative strength leader amongst $XLF large caps. However for new entry I like the idea of buying $GS since it's closer to a potential support @ 340 so our risk reward is much better,1061810340767211620
2023-01-08,2023-01-08T19:55:12.721-05:00,GS,OPEN,340.0,$JPM is the clear relative strength leader amongst $XLF large caps. However for new entry I like the idea of buying $GS since it's closer to a potential support @ 340 so our risk reward is much better,1061810340767211620
2023-01-08,2023-01-08T19:55:12.721-05:00,JPM,OPEN,340.0,$JPM is the clear relative strength leader amongst $XLF large caps. However for new entry I like the idea of buying $GS since it's closer to a potential support @ 340 so our risk reward is much better,1061810340767211620
2023-01-08,2023-01-08T19:55:12.721-05:00,GS,OPEN,1.13,$GS 17MAR 410C @ $1.13,1061810340767211620
2023-01-08,2023-01-08T20:05:07.439-05:00,CTMX,OPEN,0.85,$CTMX 18AUG 2.5C @ $0.85,1061812835195297863
2023-01-08,2023-01-08T20:15:34.565-05:00,GSK,OPEN,1.13,$GSK 3FEB 35C @ $1.13,1061815465552396348
2023-01-08,2023-01-08T20:36:16.32-05:00,ORCL,OPEN,180.0,$ORCL 20JAN 85C @ 180,1061820673850364014
2023-01-08,2023-01-08T20:49:44.472-05:00,MRVL,OPEN,3.0,$MRVL 17MAR 37.5C @ $3,1061824063485513748
2023-01-08,2023-01-08T21:05:53.457-05:00,BA,OPEN,213.0,Mentioned that $BA should reach 200 by January and we're now trading @ 213.,1061828127703187467
2023-01-08,2023-01-08T21:05:53.457-05:00,BA,OPEN,6.0,$BA 17MAR 235C @ $6 (better if you can get dip at or < $5),1061828127703187467
2023-01-08,2023-01-08T21:05:53.457-05:00,BA,OPEN,4.0,$BA 17FEB 225C @ $4-$5 if possible.,1061828127703187467
2023-01-08,2023-01-08T21:11:15.584-05:00,OXY,OPEN,60.0,Buffett now owns 30% of $OXY accumulating between 55-60.,1061829478801735740
2023-01-08,2023-01-08T22:25:45.345-05:00,PDD,OPEN,3.0,$PDD 17FEB 110C @ $3,1061848226338177146
2023-01-16,2023-01-16T23:51:42.091-05:00,SE,OPEN,0.76,$SE 20JAN 64C @ 0.76 should work for target 1: 64-65.50,1064768958223360072
2023-01-16,2023-01-16T23:51:42.091-05:00,SE,OPEN,1.7,$SE 17FEB 70C @ $1.70 should work for target 2: 69,1064768958223360072
2023-01-18,2023-01-18T01:04:26.264-05:00,SPX,OPEN,241.5,With $SPX looking for a pullback soon I'm liking this short set-up on $MSFT against a supply zone at 241.50,1065149650757222440
2023-01-18,2023-01-18T01:04:26.264-05:00,MSFT,OPEN,241.5,With $SPX looking for a pullback soon I'm liking this short set-up on $MSFT against a supply zone at 241.50,1065149650757222440
2023-01-18,2023-01-18T01:04:26.264-05:00,MSFT,OPEN,1.1,$MSFT 27JAN 240/237.5 put spread @ $1.10,1065149650757222440
2023-01-19,2023-01-19T01:55:23.607-05:00,ABNB,OPEN,5.2,$ABNB 17MAR 95P @ $5.20,1065524862048813206
2023-01-23,2023-01-23T03:28:12.281-05:00,ORCL,OPEN,3.4,$ORCL 21APR 90C @ $3.4,1066997770222841876
2023-02-03,2023-02-03T01:04:47.595-05:00,MSFT,OPEN,277.0,$MSFT target: 275-277,1070947946075541535
2023-02-03,2023-02-03T01:17:30.169-05:00,NFLX,OPEN,,$NFLX over 370 buy,1070951144542703646
2023-02-06,2023-02-06T19:15:06.896-05:00,META,OPEN,180.0,Though $META is up quite a bit even at 180 its PE is still below S&P!,1072309498108194898
2023-02-20,2023-02-20T23:36:35.398-05:00,CVNA,OPEN,10.8,$CVNA ER Thursday after the bell. Liking this long setup into earnings this week as long as daily 8ema @ 10.80 holds,1077448730573275197
2023-02-24,2023-02-24T20:12:52.675-05:00,GS,OPEN,3.0,$GS 24MAR 380C @ $3.xx,1078847016219721788
2023-02-24,2023-02-24T21:01:08.394-05:00,SPY,OPEN,,Now that we're back at January levels if you missed this statistic on buy and hold $SPY for 20 years opportunity awaits.,1078859161745506456
2023-02-27,2023-02-27T00:14:31.825-05:00,DXY,OPEN,22.0,$DXY at trendline resistance. If it holds I'll look for $SLV to revert to the mean of the bolinger band at 22 like we've seen in past instances where $SLV was this oversold.,1079632605793767424
2023-02-27,2023-02-27T00:14:31.825-05:00,SLV,OPEN,22.0,$DXY at trendline resistance. If it holds I'll look for $SLV to revert to the mean of the bolinger band at 22 like we've seen in past instances where $SLV was this oversold.,1079632605793767424
2023-02-27,2023-02-27T00:14:31.825-05:00,SLV,OPEN,22.0,$DXY at trendline resistance. If it holds I'll look for $SLV to revert to the mean of the bolinger band at 22 like we've seen in past instances where $SLV was this oversold.,1079632605793767424
2023-03-06,2023-03-06T14:14:03.569-05:00,SQ,OPEN,2.05,$SQ 17MAR 84C @ $2.05,1082380595260313731
2023-03-16,2023-03-16T23:23:50.5-04:00,RBLX,OPEN,0.74,$RBLX 21APR 55C @ 0.74,1086127731638554644
2023-03-20,2023-03-20T02:23:17.635-04:00,AMD,OPEN,104.0,$AMD I don't think we've seen the highs quite yet though we are currently a bit extended. The cup and handle measured move = 104.,1087260055872733254
2023-03-26,2023-03-26T19:58:21.926-04:00,XOM,OPEN,103.0,I'm looking at calls in names like $XOM and $OXY here @ 103/104 & 58 respectively,1089699900507312238
2023-03-26,2023-03-26T19:58:21.926-04:00,OXY,OPEN,103.0,I'm looking at calls in names like $XOM and $OXY here @ 103/104 & 58 respectively,1089699900507312238
2023-03-26,2023-03-26T20:40:12.553-04:00,SHOP,ADD,,I'm adding another debit spread on $SHOP for 12MAY.,1089710430840160317
2023-04-03,2023-04-03T00:27:05.021-04:00,GOOGL,OPEN,0.72,$GOOGL > 103.90 buy 105C (filled @ 0.72),1092304240728350840
2023-04-03,2023-04-03T00:39:20.444-04:00,NFLX,OPEN,3.6,$NFLX 6APR 350C @ $3.60,1092307325315981392
2023-04-03,2023-04-03T00:42:11.066-04:00,AI,OPEN,4.0,$AI 19MAY 35C @ $4,1092308040956530798
2023-04-12,2023-04-12T19:50:19.551-04:00,SLV,OPEN,1.4,$SLV 15SEP 25C @ $1.4-$1.60,1095858470995120199
2023-04-12,2023-04-12T19:50:19.551-04:00,SLV,OPEN,,*dips should continue to be buyable. Presently $SLV looks to be outperforming $GLD,1095858470995120199
2023-04-12,2023-04-12T19:50:19.551-04:00,GLD,OPEN,,*dips should continue to be buyable. Presently $SLV looks to be outperforming $GLD,1095858470995120199
2023-04-18,2023-04-18T12:51:42.387-04:00,SHOP,OPEN,4.45,$SHOP 16JUN 50C @ $4.45,1097927449167269938
2023-04-20,2023-04-20T00:41:33.436-04:00,NFLX,OPEN,7.0,$NFLX 19MAY 335C @ 7-8,1098468476840050798
2023-04-20,2023-04-20T01:55:13.958-04:00,FRC,OPEN,1.7,$FRC 19MAY 17.5C @ $1.70,1098487017853177976
2023-04-28,2023-04-28T02:59:01.727-04:00,QQQ,OPEN,,$QQQ MACD beginning to fire long on the daily timeframe. A close above 320 I think we can buy the 328calls for 2 weeks out. Targets the big trendline. I estimate we'd reach 328 sooner but always prefe,1101402175604797450
2023-04-28,2023-04-28T03:27:42.873-04:00,BABA,OPEN,1.65,$BABA 19MAY 90C @ $1.65ish,1101409394614358048
2023-04-28,2023-04-28T03:27:42.873-04:00,BABA,OPEN,1.5,$BABA 5MAY 86C @ $1.50,1101409394614358048
2023-04-28,2023-04-28T03:27:42.873-04:00,BABA,OPEN,0.5,$BABA 28MAY 86C @ 0.50 (lotto Friday trade on the third option),1101409394614358048
2023-04-28,2023-04-28T03:31:48.704-04:00,AMD,OPEN,2.36,$AMD 5MAY 90C @ $2.36,1101410425704292442
2023-05-04,2023-05-04T11:58:58.533-04:00,BABA,OPEN,6.15,$BABA 21JUL 85C @ $6.15,1103712384851378227
2023-05-05,2023-05-05T11:57:41.733-04:00,SNOW,OPEN,4.0,$SNOW 19MAY 157.5C @ $4-$4.5,1104074450594443334
2023-05-05,2023-05-05T12:13:42.121-04:00,SE,OPEN,5.0,$SE 23JUN 83C @ $5,1104078478753681449
2023-05-05,2023-05-05T16:07:54.552-04:00,SNOW,OPEN,149.0,For $SNOW I like it for calls again at 149/150 level for a run into earnings May 24th or if it can clear the 157 level.,1104137418921226331
2023-05-07,2023-05-07T23:37:20.51-04:00,AI,OPEN,0.9,$AI 19MAY 19.5C @ 0.90,1104975298077937716
2023-05-08,2023-05-08T12:28:04.808-04:00,ENPH,OPEN,6.0,$ENPH 19MAY 165C @ $6,1105169260722016266
2023-05-08,2023-05-08T22:56:10.795-04:00,RBLX,OPEN,0.3,$RBLX 16JUN 50C @ @ 0.3,1105327327208030268
2023-05-08,2023-05-08T22:56:10.795-04:00,RBLX,OPEN,0.28,$RBLX 19MAY 45C @ 0.28,1105327327208030268
2023-05-10,2023-05-10T15:09:26.944-04:00,META,OPEN,2.55,$META 9JUN 250C @ $2.55,1105934646274965536
2023-05-10,2023-05-10T22:48:40.255-04:00,XLE,OPEN,0.7,$XLE 19MAY 80C @ 0.70,1106050213237489746
2023-05-12,2023-05-12T00:13:35.959-04:00,SNOW,OPEN,5.55,$SNOW 26MAY 180C @ $5.55,1106433974034776084
2023-05-14,2023-05-14T22:34:31.106-04:00,GME,OPEN,0.2,$GME 19MAY 22C @ 0.20-.25,1107496203110858832
2023-05-14,2023-05-14T22:34:31.106-04:00,GME,OPEN,0.3,$GME 26MAY 23C @ 0.30,1107496203110858832
2023-05-15,2023-05-15T01:14:57.663-04:00,GOOGL,OPEN,117.5,$GOOGL met the 50% retracement from the all time high to October lows last week at 117.50.,1107536579817377833
2023-05-15,2023-05-15T01:30:23.274-04:00,GOOGL,OPEN,6.5,$GOOGL 18AUG 120C @ $6.5,1107540462111301642
2023-05-15,2023-05-15T01:30:23.274-04:00,GOOGL,OPEN,5.2,$GOOGL 15SEP 125C @ $5.2,1107540462111301642
2023-05-15,2023-05-15T18:29:06.24-04:00,MRVL,OPEN,6.7,$MRVL 21JUN 2024 47.5C @ $6.7,1107796830412087336
2023-05-15,2023-05-15T18:47:38.478-04:00,MU,OPEN,3.0,$MU 17NOV 70/80Call debit @ $3,1107801495476392017
2023-05-16,2023-05-16T00:17:27.753-04:00,EWJ,ADD,,$EWJ can be a painstakingly boring trade for options but I'm adding to my long term buy and hold portfolio if you'd like to join. If there's a market that's in a position to outperform $SPY this could,1107884497711661097
2023-05-16,2023-05-16T00:17:27.753-04:00,SPY,ADD,,$EWJ can be a painstakingly boring trade for options but I'm adding to my long term buy and hold portfolio if you'd like to join. If there's a market that's in a position to outperform $SPY this could,1107884497711661097
2023-05-16,2023-05-16T00:17:27.753-04:00,EWJ,OPEN,0.33,$EWJ 16JUN 62C @ 0.33 that's up a bit but still out of the money. Think these contracts are good to try out and get a feel for how the options trade.,1107884497711661097
2023-05-17,2023-05-17T02:14:52.474-04:00,AMZN,OPEN,3.4,$AMZN 16JUN 115C @ $3.4,1108276433278730270
2023-05-17,2023-05-17T03:10:17.174-04:00,AMD,OPEN,1.45,$AMD 16JUN 110C @ $1.45,1108290378081259601
2023-05-17,2023-05-17T03:10:17.174-04:00,AMZN,OPEN,3.4,$AMZN 16JUNE 115C @ $3.4,1108290378081259601
2023-05-17,2023-05-17T03:10:17.174-04:00,META,OPEN,2.5,$META 16JUN 250C @ $2.50,1108290378081259601
2023-05-17,2023-05-17T03:10:17.174-04:00,GOOGL,OPEN,5.5,$GOOGL 18AUG 125C @ $5.5,1108290378081259601
2023-05-19,2023-05-19T00:11:17.65-04:00,NOW,OPEN,,$NOW over 513 level buy,1108970108983975977
2023-05-22,2023-05-22T02:05:19.359-04:00,ASML,OPEN,35.0,$ASML 15SEP 700/800 call debit @ $35,1110085968788209815
2023-05-22,2023-05-22T08:30:38.018-04:00,TSLA,OPEN,4.0,$TSLA 30JUN 200C @ $4,1110182935472119858
2023-05-22,2023-05-22T08:47:21.616-04:00,NFLX,OPEN,12.0,$NFLX 18AUG 370/400C debit @ $12,1110187144867225641
2023-05-22,2023-05-22T08:47:21.616-04:00,NFLX,OPEN,7.6,$NFLX 18AUG 380/400C debit @ $7.6,1110187144867225641
2023-05-22,2023-05-22T09:04:47.984-04:00,AMD,CLOSE,,Last week $AMD closed above the prior swing high of 102.43,1110191533652709427
2023-05-22,2023-05-22T17:10:00.121-04:00,CMG,OPEN,4.1,$CMG 16JUN 2280C @ $4.1,1110313638805381251
2023-05-24,2023-05-24T02:31:45.013-04:00,CMG,OPEN,,Tomorrow the hourly 200sma catches up to price so I want to keep an open mind on this. When stocks have strong momentum after an earnings beat like $CMG did buyers tend to step in at the hourly 200sma,1110817395234320476
2023-05-26,2023-05-26T03:18:09.16-04:00,S,OPEN,20.0,Not sure why I didn't see this sooner but $S has great potential even here at 20.,1111553848524406855
2023-05-30,2023-05-30T09:22:03.665-04:00,NVDA,OPEN,6.5,$NVDA 16JUN 435C  @ $6.5,1113094980538486845
2023-05-31,2023-05-31T03:00:25.781-04:00,NFLX,OPEN,9.68,$NFLX 7JUL 420C @ $9.68,1113361327717613578
2023-05-31,2023-05-31T03:14:31.332-04:00,TWLO,OPEN,61.0,$TWLO important trendline break and now above its 200sma @ 61.,1113364874215563265
2023-05-31,2023-05-31T03:14:31.332-04:00,TWLO,OPEN,4.8,$TWLO 20OCT 75C @ $4.8,1113364874215563265
2023-05-31,2023-05-31T03:27:03.494-04:00,FSLR,OPEN,4.2,$FSLR 16JUN 215C @ $4.2,1113368029011644427
2023-06-01,2023-06-01T04:44:17.219-04:00,NFLX,OPEN,1.64,$NFLX 2JUN 410C @ $1.64,1113749852128563230
2023-06-02,2023-06-02T02:41:53.383-04:00,ENPH,OPEN,2.4,$ENPH 9JUN 190c @ $2.4,1114081437713432588
2023-06-05,2023-06-05T02:30:28.289-04:00,ADBE,OPEN,10.3,$ADBE 21JUL 470C @ $10.3,1115165727817748480
2023-06-12,2023-06-12T03:38:09.659-04:00,AMD,OPEN,4.58,$AMD 18AUG 150C @ $4.58,1117719477497384970
2023-06-12,2023-06-12T03:38:09.659-04:00,AMD,OPEN,3.4,-$AMD 16JUN 130C @ $3.40,1117719477497384970
2023-06-15,2023-06-15T04:05:26.896-04:00,NVDA,OPEN,10.0,$NVDA 18AUG 505C @ $10,1118813508163878932
2023-06-16,2023-06-16T01:12:29.089-04:00,VEEV,CLOSE,,$VEEV broke out today closing over the post earnings high of 200.44!,1119132368352063601
2023-06-16,2023-06-16T01:12:29.089-04:00,VEEV,OPEN,3.0,$VEEV 21JUL 210Call @ $3,1119132368352063601
2023-06-16,2023-06-16T01:12:29.089-04:00,VEEV,OPEN,7.7,$VEEV 19JAN 240C @ $7.7,1119132368352063601
2023-06-16,2023-06-16T01:40:21.396-04:00,GOOG,OPEN,3.0,$GOOG 18AUG 130C @ $3,1119139382515994744
2023-06-16,2023-06-16T06:35:56.363-04:00,ENVX,OPEN,0.98,$ENVX 28JUL 15C @ 0.98,1119213768359034880
2023-06-16,2023-06-16T09:00:24.744-04:00,EWJ,OPEN,1.25,$EWJ 21JUL 64C @ $1.25,1119250126184128512
2023-06-23,2023-06-23T01:29:32.805-04:00,INTC,OPEN,1.63,$INTC 28JUL 33C @ $1.63,1121673377187369050
2023-06-28,2023-06-28T16:55:36.425-04:00,TSLA,OPEN,12.5,$TSLA 18AUG 280C @ $12.5,1123718367228997682
2023-06-29,2023-06-29T17:51:56.485-04:00,IWM,OPEN,,$IWM is really starting to follow the road map I'd modeled a few days ago.,1124094932093767711
2023-06-29,2023-06-29T17:55:42.253-04:00,IWM,OPEN,1.85,$IWM 21JUL 190C @ $1.85,1124095879033401355
2023-07-05,2023-07-05T21:21:54.38-04:00,MSTR,OPEN,14.0,"$MSTR 18AUG 400/500C debit @ 14,",1126322098688761895
2023-07-06,2023-07-06T01:50:24.329-04:00,SE,OPEN,56.0,$SE has great potential from this well defined support level @ 56/57.,1126389668712292473
2023-07-07,2023-07-07T17:40:05.342-04:00,SQ,OPEN,4.0,$SQ 18AUG 70C @$4,1126991052268650667
2023-07-10,2023-07-10T23:31:28.588-04:00,UPST,OPEN,4.8,$UPST 18AUG 45C @ $4.8,1128166645408469082
2023-07-12,2023-07-12T03:41:32.429-04:00,OXY,OPEN,3.3,$OXY 15DEC 65C @ $3.30,1128591963944390666
2023-07-12,2023-07-12T04:06:50.424-04:00,PYPL,OPEN,2.5,$PYPL 20OCT 80C @ $2.50,1128598330876899434
2023-07-12,2023-07-12T23:17:08.098-04:00,AMZN,OPEN,0.9,$AMZN 21JUL 135C @ 0.9,1128887811983032402
2023-07-13,2023-07-13T02:30:28.48-04:00,SHOP,OPEN,3.0,$SHOP 11AUG 70C @ 3ish,1128936467511656468
2023-07-18,2023-07-18T02:51:02.639-04:00,NET,OPEN,3.35,$NET 18AUG 80C @ 3.35,1130753583277670503
2023-07-18,2023-07-18T03:38:53.731-04:00,SPY,OPEN,4.3,$SPY 4AUG 452C @ $4.30,1130765625510334475
2023-07-18,2023-07-18T03:49:02.126-04:00,ENPH,OPEN,4.45,$ENPH 4AUG 220C @ $4.45,1130768177303933049
2023-07-18,2023-07-18T09:16:25.625-04:00,GOOGL,OPEN,2.87,$GOOGL 18AUG 130C @ $2.87,1130850568110358578
2023-07-24,2023-07-24T01:05:50.297-04:00,SBUX,OPEN,2.52,$SBUX 18AUG 105C @ $2.52,1132901434589978644
2023-07-25,2023-07-25T08:20:23.972-04:00,TSLA,OPEN,9.0,$TSLA 20OCT 320C @ $9,1133373183374938192
2023-07-26,2023-07-26T04:43:49.86-04:00,AI,OPEN,2.2,$AI 18AUG 45C @ $2.2,1133681069984600085
2023-07-26,2023-07-26T05:11:37.285-04:00,ORCL,OPEN,2.6,$ORCL 20OCT 130C @ $2.60,1133688063671939112
2023-08-08,2023-08-08T01:49:27.003-04:00,DE,OPEN,8.0,$DE 18AUG 440C @ $8 (may be able to purchase for $6 if 430 level doesn't hold intraday),1138348227834417182
2023-08-08,2023-08-08T01:49:27.003-04:00,DIA,OPEN,,This set-up is valid above 423 and any dips to that area should be buyable. Now that the 430 level has cleared and strength looks to be shifting to $DIA I think $DE may begin to curl higher and probe ,1138348227834417182
2023-08-08,2023-08-08T01:49:27.003-04:00,DE,OPEN,,This set-up is valid above 423 and any dips to that area should be buyable. Now that the 430 level has cleared and strength looks to be shifting to $DIA I think $DE may begin to curl higher and probe ,1138348227834417182
2023-08-14,2023-08-14T03:01:24.82-04:00,AMZN,ADD,6.0,"Also, I'm adding to $AMZN 15MAR 165 @ $6 this week as a core swing.",1140540665265147924
2023-08-14,2023-08-14T04:06:07.941-04:00,MSFT,OPEN,3.3,$MSFT 15SEP 340C @ $3.30,1140556952255070280
2023-08-30,2023-08-30T01:51:41.691-04:00,CAT,OPEN,15.0,$CAT 15SEP 285C @ $3.2,1146321325800030310
2023-08-30,2023-08-30T01:51:41.691-04:00,CAT,OPEN,17.0,$CAT 17NOV 310C @ $4.25,1146321325800030310
2023-09-01,2023-09-01T03:27:58.49-04:00,IWM,OPEN,188.5,@Swing TradesWe have a tactical short setup here on $IWM. It’s forming a potential hourly head and shoulders pattern w/ a neckline at 188.50.,1147070331182399519
2023-09-01,2023-09-01T08:08:01.039-04:00,AMZN,OPEN,5.25,@Swing Trades$AMZN 15MAR 165c @ 5.25,1147140806180884561
2023-09-01,2023-09-01T08:25:17.835-04:00,SMCI,OPEN,6.0,@Swing Trades$SMCI 15SEP 300C @ $6,1147145154818494615
2023-09-06,2023-09-06T00:21:35.02-04:00,NFLX,OPEN,7.0,"@Day Trades @Swing Trades $NFLX follow up, if the range break out over 439 holds our weekly target is 460 w/ an extended target of 469.  The full measured move is to 475 which likely comes the week of",1148835363637432320
2023-09-06,2023-09-06T00:21:35.02-04:00,NQ,OPEN,7.0,"@Day Trades @Swing Trades $NFLX follow up, if the range break out over 439 holds our weekly target is 460 w/ an extended target of 469.  The full measured move is to 475 which likely comes the week of",1148835363637432320
2023-09-06,2023-09-06T02:57:44.005-04:00,AMD,OPEN,5.6,@Day Trades @Swing Trades $AMD 20OCT 110C @ $5.6,1148874660008702013
2023-09-10,2023-09-10T22:04:12.429-04:00,TSLA,OPEN,,@Day Trades @Swing Trades $TSLA dips to 248 continue to be buyable for a trip to 256. The wedge is beginning to compress on the daily timeframe as it lurches along the uptrend.,1150612731033026645
2023-09-12,2023-09-12T01:53:07.619-04:00,META,OPEN,6.8,@Day Trades @Swing Trades$META 20OCT 325C @ 6.8,1151032728460984340
2023-09-13,2023-09-13T17:55:57.722-04:00,TSLA,OPEN,5.7,$TSLA 6 OCT 295C @ $5.7,1151637421700677652
2023-09-28,2023-09-28T07:59:52.755-04:00,NFLX,OPEN,,$NFLX down almost the exact amount as the earlier correction this year + approaching its 200sma + starting to curl. Still needs to start putting in some higher lows.,1156923230540542014
2023-10-02,2023-10-02T02:48:44.521-04:00,NFLX,OPEN,3.0,@Swing Trades $NFLX 13OCT 395C @ $3,1158294481754406942
2023-10-02,2023-10-02T02:48:44.521-04:00,TSLA,OPEN,25.0,The earlier February correction = 25% as did both $TSLA corrections.,1158294481754406942
2023-10-09,2023-10-09T03:40:47.912-04:00,AMD,OPEN,1.65,$AMD 20OCT 110C @ 1.65,1160844297264959508
2023-10-09,2023-10-09T03:54:34.724-04:00,META,OPEN,2.22,$META 13OCT 320C @ $2.22,1160847765165838417
2023-10-09,2023-10-09T04:05:07.447-04:00,TSLA,OPEN,7.75,$TSLA 20OCT 270C @ $7.75,1160850418998452284
2023-10-15,2023-10-15T15:55:20.61-04:00,NVDA,CLOSE,,UPDATE: $NVDA all targets were met in time and price.  We also took trades in $MSFT from this list and all of its targets were met in time and price along with $META 328 $AVGO 888 to 920.  Trades are ,1163203478752067685
2023-10-15,2023-10-15T15:55:20.61-04:00,MSFT,CLOSE,,UPDATE: $NVDA all targets were met in time and price.  We also took trades in $MSFT from this list and all of its targets were met in time and price along with $META 328 $AVGO 888 to 920.  Trades are ,1163203478752067685
2023-10-15,2023-10-15T15:55:20.61-04:00,META,CLOSE,,UPDATE: $NVDA all targets were met in time and price.  We also took trades in $MSFT from this list and all of its targets were met in time and price along with $META 328 $AVGO 888 to 920.  Trades are ,1163203478752067685
2023-10-15,2023-10-15T15:55:20.61-04:00,AVGO,CLOSE,,UPDATE: $NVDA all targets were met in time and price.  We also took trades in $MSFT from this list and all of its targets were met in time and price along with $META 328 $AVGO 888 to 920.  Trades are ,1163203478752067685
2023-10-15,2023-10-15T22:51:57.177-04:00,COIN,OPEN,1.27,$COIN 27OCT 81C @ 1.27,1163308321953026178
2023-10-17,2023-10-17T01:27:55.364-04:00,SMH,OPEN,3.0,$SMH 27OCT 150C @ $3,1163709960899792979
2023-10-17,2023-10-17T01:27:55.364-04:00,NVDA,OPEN,149.0,SMH is against the upper trend line here which has been acting as resistance in what I’d argue looks to be a falling wedge. On a daily chart it’s currently being supported by the daily 8ema and 50sma ,1163709960899792979
2023-10-17,2023-10-17T01:27:55.364-04:00,NVDA,OPEN,149.0,SMH is against the upper trend line here which has been acting as resistance in what I’d argue looks to be a falling wedge. On a daily chart it’s currently being supported by the daily 8ema and 50sma ,1163709960899792979
2023-10-17,2023-10-17T01:27:55.364-04:00,SMH,OPEN,149.0,SMH is against the upper trend line here which has been acting as resistance in what I’d argue looks to be a falling wedge. On a daily chart it’s currently being supported by the daily 8ema and 50sma ,1163709960899792979
2023-10-17,2023-10-17T01:53:02.829-04:00,SMCI,OPEN,4.8,$SMCI 15DEC 430C @ $4.8,1163716283666268260
